파일,충방전,판정,시점,label,예측,결합지표_phi,Hotelling_T2,SPE,T2_정규화,SPE_정규화
Test04_OK_dchg,방전,OK,115,0,0,0.1076,0.5794,0.1621,0.0284,0.0792
Test04_OK_dchg,방전,OK,116,0,0,0.1201,0.5697,0.1887,0.0279,0.0922
Test04_OK_dchg,방전,OK,117,0,0,0.109,0.5345,0.1696,0.0262,0.0829
Test04_OK_dchg,방전,OK,118,0,0,0.1177,0.5229,0.1884,0.0256,0.0921
Test04_OK_dchg,방전,OK,119,0,0,0.1002,0.5635,0.1486,0.0276,0.0726
Test04_OK_dchg,방전,OK,120,0,0,0.1093,0.537,0.1698,0.0263,0.083
Test04_OK_dchg,방전,OK,121,0,0,0.1126,0.5294,0.1774,0.0259,0.0867
Test04_OK_dchg,방전,OK,122,0,0,0.1189,0.5278,0.1904,0.0258,0.0931
Test04_OK_dchg,방전,OK,123,0,0,0.1255,0.5133,0.2054,0.0251,0.1004
Test04_OK_dchg,방전,OK,124,0,0,0.1149,0.532,0.1818,0.026,0.0889
Test04_OK_dchg,방전,OK,125,0,0,0.1154,0.5463,0.1815,0.0267,0.0887
Test04_OK_dchg,방전,OK,126,0,0,0.1263,0.52,0.2063,0.0255,0.1008
Test04_OK_dchg,방전,OK,127,0,0,0.0936,0.5754,0.1339,0.0282,0.0654
Test04_OK_dchg,방전,OK,128,0,0,0.1045,0.5786,0.1559,0.0283,0.0762
Test04_OK_dchg,방전,OK,129,0,0,0.1101,0.5764,0.1676,0.0282,0.0819
Test04_OK_dchg,방전,OK,130,0,0,0.1001,0.5483,0.1499,0.0268,0.0732
Test04_OK_dchg,방전,OK,131,0,0,0.1135,0.5329,0.1788,0.0261,0.0874
Test04_OK_dchg,방전,OK,132,0,0,0.1115,0.5584,0.1722,0.0273,0.0842
Test04_OK_dchg,방전,OK,133,0,0,0.1131,0.5368,0.1777,0.0263,0.0868
Test04_OK_dchg,방전,OK,134,0,0,0.083,0.6025,0.1094,0.0295,0.0535
Test04_OK_dchg,방전,OK,135,0,0,0.1012,0.569,0.1501,0.0279,0.0733
Test04_OK_dchg,방전,OK,136,0,0,0.1114,0.552,0.1726,0.027,0.0843
Test04_OK_dchg,방전,OK,137,0,0,0.1166,0.5164,0.1868,0.0253,0.0913
Test04_OK_dchg,방전,OK,138,0,0,0.0938,0.5826,0.1335,0.0285,0.0652
Test04_OK_dchg,방전,OK,139,0,0,0.0958,0.5778,0.1381,0.0283,0.0675
Test04_OK_dchg,방전,OK,140,0,0,0.0905,0.587,0.1264,0.0287,0.0618
Test04_OK_dchg,방전,OK,141,0,0,0.0932,0.5834,0.1323,0.0286,0.0647
Test04_OK_dchg,방전,OK,142,0,0,0.1012,0.5913,0.1479,0.0289,0.0723
Test04_OK_dchg,방전,OK,143,0,0,0.0785,0.6198,0.0986,0.0303,0.0482
Test04_OK_dchg,방전,OK,144,0,0,0.0863,0.583,0.1181,0.0285,0.0577
Test04_OK_dchg,방전,OK,145,0,0,0.1093,0.5581,0.1678,0.0273,0.082
Test04_OK_dchg,방전,OK,146,0,0,0.0855,0.6219,0.1126,0.0304,0.055
Test04_OK_dchg,방전,OK,147,0,0,0.0773,0.6083,0.0973,0.0298,0.0475
Test04_OK_dchg,방전,OK,148,0,0,0.0748,0.6288,0.09,0.0308,0.044
Test04_OK_dchg,방전,OK,149,0,0,0.0839,0.5908,0.1125,0.0289,0.055
Test04_OK_dchg,방전,OK,150,0,0,0.1014,0.5828,0.149,0.0285,0.0728
Test04_OK_dchg,방전,OK,151,0,0,0.0749,0.6322,0.09,0.031,0.044
Test04_OK_dchg,방전,OK,152,0,0,0.0718,0.6395,0.0828,0.0313,0.0405
Test04_OK_dchg,방전,OK,153,0,0,0.078,0.6102,0.0985,0.0299,0.0481
Test04_OK_dchg,방전,OK,154,0,0,0.0653,0.6602,0.0675,0.0323,0.033
Test04_OK_dchg,방전,OK,155,0,0,0.0826,0.6201,0.1068,0.0304,0.0522
Test04_OK_dchg,방전,OK,156,0,0,0.07,0.6393,0.0793,0.0313,0.0388
Test04_OK_dchg,방전,OK,157,0,0,0.071,0.6275,0.0824,0.0307,0.0403
Test04_OK_dchg,방전,OK,158,0,0,0.0703,0.6279,0.081,0.0307,0.0396
Test04_OK_dchg,방전,OK,159,0,0,0.0676,0.47,0.0912,0.023,0.0446
Test04_OK_dchg,방전,OK,160,0,0,0.0735,0.6251,0.0877,0.0306,0.0429
Test04_OK_dchg,방전,OK,161,0,0,0.0818,0.5955,0.1076,0.0292,0.0526
Test04_OK_dchg,방전,OK,162,0,0,0.0484,0.549,0.0441,0.0269,0.0216
Test04_OK_dchg,방전,OK,163,0,0,0.0725,0.6481,0.0834,0.0317,0.0408
Test04_OK_dchg,방전,OK,164,0,0,0.0597,0.6988,0.0522,0.0342,0.0255
Test04_OK_dchg,방전,OK,165,0,0,0.059,0.6951,0.0511,0.034,0.025
Test04_OK_dchg,방전,OK,166,0,0,0.0674,0.6437,0.0734,0.0315,0.0359
Test04_OK_dchg,방전,OK,167,0,0,0.0619,0.6853,0.058,0.0335,0.0284
Test04_OK_dchg,방전,OK,168,0,0,0.0712,0.6402,0.0815,0.0313,0.0398
Test04_OK_dchg,방전,OK,169,0,0,0.0691,0.642,0.0772,0.0314,0.0377
Test04_OK_dchg,방전,OK,170,0,0,0.0633,0.6826,0.0612,0.0334,0.0299
Test04_OK_dchg,방전,OK,171,0,0,0.0696,0.6473,0.0775,0.0317,0.0379
Test04_OK_dchg,방전,OK,172,0,0,0.0702,0.6381,0.0797,0.0312,0.039
Test04_OK_dchg,방전,OK,173,0,0,0.061,0.6886,0.0559,0.0337,0.0273
Test04_OK_dchg,방전,OK,174,0,0,0.0597,0.7041,0.0515,0.0345,0.0252
Test04_OK_dchg,방전,OK,175,0,0,0.0565,0.728,0.0427,0.0356,0.0209
Test04_OK_dchg,방전,OK,176,0,0,0.06,0.701,0.0525,0.0343,0.0257
Test04_OK_dchg,방전,OK,177,0,0,0.0624,0.6753,0.0601,0.0331,0.0294
Test04_OK_dchg,방전,OK,178,0,0,0.0559,0.7314,0.0412,0.0358,0.0201
Test04_OK_dchg,방전,OK,179,0,0,0.0442,0.5958,0.0309,0.0292,0.0151
Test04_OK_dchg,방전,OK,180,0,0,0.0454,0.5771,0.0351,0.0282,0.0172
Test04_OK_dchg,방전,OK,181,0,0,0.0639,0.6903,0.0617,0.0338,0.0302
Test04_OK_dchg,방전,OK,182,0,0,0.6614,12.9459,0.0565,0.6338,0.0276
Test04_OK_dchg,방전,OK,183,0,0,0.0544,0.7689,0.0342,0.0376,0.0167
Test04_OK_dchg,방전,OK,184,0,0,0.6335,12.4172,0.0525,0.6079,0.0257
Test04_OK_dchg,방전,OK,185,0,0,0.055,0.7465,0.0377,0.0365,0.0184
Test04_OK_dchg,방전,OK,186,0,0,0.6596,12.9472,0.0527,0.6338,0.0258
Test04_OK_dchg,방전,OK,187,0,0,0.6167,12.3294,0.0268,0.6036,0.0131
Test04_OK_dchg,방전,OK,188,0,0,0.6647,12.9295,0.0649,0.633,0.0317
Test04_OK_dchg,방전,OK,189,0,0,0.0552,0.7509,0.0378,0.0368,0.0185
Test04_OK_dchg,방전,OK,190,0,0,0.0541,0.7643,0.0342,0.0374,0.0167
Test04_OK_dchg,방전,OK,191,0,0,0.0779,0.8816,0.0711,0.0432,0.0347
Test04_OK_dchg,방전,OK,192,0,0,0.6317,12.412,0.0493,0.6076,0.0241
Test04_OK_dchg,방전,OK,193,0,0,0.6609,12.929,0.0573,0.6329,0.028
Test04_OK_dchg,방전,OK,194,0,0,0.0552,0.7662,0.0362,0.0375,0.0177
Test04_OK_dchg,방전,OK,195,0,0,0.0549,0.7644,0.0357,0.0374,0.0175
Test04_OK_dchg,방전,OK,196,0,0,0.061,0.6965,0.0551,0.0341,0.0269
Test04_OK_dchg,방전,OK,197,0,0,0.0565,0.7564,0.0397,0.037,0.0194
Test04_OK_dchg,방전,OK,198,0,0,0.0557,0.7546,0.0384,0.0369,0.0188
Test04_OK_dchg,방전,OK,199,0,0,0.0565,0.7469,0.0408,0.0366,0.0199
Test04_OK_dchg,방전,OK,200,0,0,0.6178,12.2904,0.033,0.6017,0.0161
Test04_OK_dchg,방전,OK,201,0,0,0.6387,12.7294,0.0317,0.6232,0.0155
Test04_OK_dchg,방전,OK,202,0,0,0.06,0.7158,0.0512,0.035,0.025
Test04_OK_dchg,방전,OK,203,0,0,0.6198,12.2831,0.0378,0.6013,0.0185
Test04_OK_dchg,방전,OK,204,0,0,0.6428,12.7834,0.0348,0.6258,0.017
Test04_OK_dchg,방전,OK,205,0,0,0.0589,0.7237,0.048,0.0354,0.0234
Test04_OK_dchg,방전,OK,206,0,0,0.0574,0.7521,0.0421,0.0368,0.0206
Test04_OK_dchg,방전,OK,207,0,0,0.0585,0.7535,0.0442,0.0369,0.0216
Test04_OK_dchg,방전,OK,208,0,0,0.0574,0.7475,0.0426,0.0366,0.0208
Test04_OK_dchg,방전,OK,209,0,0,0.0559,0.7839,0.0359,0.0384,0.0176
Test04_OK_dchg,방전,OK,210,0,0,0.0812,0.8893,0.077,0.0435,0.0376
Test04_OK_dchg,방전,OK,211,0,0,0.0589,0.7347,0.047,0.036,0.023
Test04_OK_dchg,방전,OK,212,0,0,0.057,0.7771,0.0388,0.038,0.019
Test04_OK_dchg,방전,OK,213,0,0,0.0572,0.7959,0.0373,0.039,0.0182
Test04_OK_dchg,방전,OK,214,0,0,0.0579,0.7594,0.0423,0.0372,0.0207
Test04_OK_dchg,방전,OK,215,0,0,0.0584,0.7673,0.0427,0.0376,0.0209
Test04_OK_dchg,방전,OK,216,0,0,0.0584,0.7759,0.0417,0.038,0.0204
Test04_OK_dchg,방전,OK,217,0,0,0.0577,0.7978,0.0381,0.0391,0.0186
Test04_OK_dchg,방전,OK,218,0,0,0.0586,0.7593,0.0438,0.0372,0.0214
Test04_OK_dchg,방전,OK,219,0,0,0.058,0.7823,0.0403,0.0383,0.0197
Test04_OK_dchg,방전,OK,220,0,0,0.0593,0.7678,0.0444,0.0376,0.0217
Test04_OK_dchg,방전,OK,221,0,0,0.0596,0.7703,0.0447,0.0377,0.0219
Test04_OK_dchg,방전,OK,222,0,0,0.0604,0.808,0.0427,0.0396,0.0209
Test04_OK_dchg,방전,OK,223,0,0,0.0604,0.7601,0.0474,0.0372,0.0232
Test04_OK_dchg,방전,OK,224,0,0,0.0587,0.7949,0.0405,0.0389,0.0198
Test04_OK_dchg,방전,OK,225,0,0,0.0602,0.8096,0.042,0.0396,0.0205
Test04_OK_dchg,방전,OK,226,0,0,0.0606,0.7723,0.0467,0.0378,0.0228
Test04_OK_dchg,방전,OK,227,0,0,0.0616,0.8178,0.0442,0.04,0.0216
Test04_OK_dchg,방전,OK,228,0,0,0.0642,0.8639,0.0448,0.0423,0.0219
Test04_OK_dchg,방전,OK,229,0,0,0.0587,0.789,0.041,0.0386,0.0201
Test04_OK_dchg,방전,OK,230,0,0,0.0608,0.7769,0.0466,0.038,0.0228
Test04_OK_dchg,방전,OK,231,0,0,0.0591,0.7834,0.0425,0.0384,0.0208
Test04_OK_dchg,방전,OK,232,0,0,0.0607,0.7948,0.0447,0.0389,0.0218
Test04_OK_dchg,방전,OK,233,0,0,0.0629,0.8146,0.0472,0.0399,0.023
Test04_OK_dchg,방전,OK,234,0,0,0.0606,0.8225,0.0415,0.0403,0.0203
Test04_OK_dchg,방전,OK,235,0,0,0.0649,0.7351,0.0592,0.036,0.0289
Test04_OK_dchg,방전,OK,236,0,0,0.0663,0.792,0.0563,0.0388,0.0275
Test04_OK_dchg,방전,OK,237,0,0,0.0676,0.7932,0.0589,0.0388,0.0288
Test04_OK_dchg,방전,OK,238,0,0,0.0681,0.7221,0.067,0.0353,0.0327
Test04_OK_dchg,방전,OK,239,0,0,0.0626,0.7975,0.0482,0.039,0.0236
Test04_OK_dchg,방전,OK,240,0,0,0.1353,2.0441,0.072,0.1001,0.0352
Test04_OK_dchg,방전,OK,241,0,0,0.0647,0.887,0.0435,0.0434,0.0212
Test04_OK_dchg,방전,OK,242,0,0,0.0704,0.817,0.0622,0.04,0.0304
Test04_OK_dchg,방전,OK,243,0,0,0.0655,0.7477,0.0591,0.0366,0.0289
Test04_OK_dchg,방전,OK,244,0,0,0.072,0.7868,0.0685,0.0385,0.0335
Test04_OK_dchg,방전,OK,245,0,0,0.0676,0.775,0.0606,0.0379,0.0296
Test04_OK_dchg,방전,OK,246,0,0,0.0666,0.8154,0.0547,0.0399,0.0267
Test04_OK_dchg,방전,OK,247,0,0,0.0719,0.7871,0.0682,0.0385,0.0333
Test04_OK_dchg,방전,OK,248,0,0,0.0656,0.7715,0.0569,0.0378,0.0278
Test04_OK_dchg,방전,OK,249,0,0,0.0696,0.7766,0.0645,0.038,0.0315
Test04_OK_dchg,방전,OK,250,0,0,0.0675,0.7174,0.0663,0.0351,0.0324
Test04_OK_dchg,방전,OK,251,0,0,0.0701,0.6712,0.0763,0.0329,0.0373
Test04_OK_dchg,방전,OK,252,0,0,0.0655,0.7022,0.0636,0.0344,0.0311
Test04_OK_dchg,방전,OK,253,0,0,0.1318,2.0843,0.0609,0.102,0.0298
Test04_OK_dchg,방전,OK,254,0,0,0.1165,1.7684,0.0613,0.0866,0.0299
Test04_OK_dchg,방전,OK,255,0,0,0.0721,0.8816,0.0591,0.0432,0.0289
Test04_OK_dchg,방전,OK,256,0,0,0.0716,0.8144,0.0649,0.0399,0.0317
Test04_OK_dchg,방전,OK,257,0,0,0.0699,0.8624,0.0566,0.0422,0.0277
Test04_OK_dchg,방전,OK,258,0,0,0.1012,1.535,0.0532,0.0751,0.026
Test04_OK_dchg,방전,OK,259,0,0,0.0765,0.9606,0.0603,0.047,0.0295
Test04_OK_dchg,방전,OK,260,0,0,0.0919,1.3372,0.054,0.0655,0.0264
Test04_OK_dchg,방전,OK,261,0,0,0.0799,1.16,0.0474,0.0568,0.0231
Test04_OK_dchg,방전,OK,262,0,0,0.0933,1.3514,0.0556,0.0662,0.0272
Test04_OK_dchg,방전,OK,263,0,0,0.0857,1.0991,0.0653,0.0538,0.0319
Test04_OK_dchg,방전,OK,264,0,0,0.0741,0.9506,0.0563,0.0465,0.0275
Test04_OK_dchg,방전,OK,265,0,0,0.0899,1.2942,0.0543,0.0634,0.0265
Test04_OK_dchg,방전,OK,266,0,0,0.082,1.1392,0.0537,0.0558,0.0262
Test04_OK_dchg,방전,OK,267,0,0,0.0814,1.1207,0.0542,0.0549,0.0265
Test04_OK_dchg,방전,OK,268,0,0,0.0892,1.2853,0.0537,0.0629,0.0263
Test04_OK_dchg,방전,OK,269,0,0,0.0815,1.1435,0.0521,0.056,0.0255
Test04_OK_dchg,방전,OK,270,0,0,0.0729,0.9623,0.0528,0.0471,0.0258
Test04_OK_dchg,방전,OK,271,0,0,0.0682,0.8212,0.0572,0.0402,0.028
Test04_OK_dchg,방전,OK,272,0,0,0.0976,1.6349,0.0358,0.08,0.0175
Test04_OK_dchg,방전,OK,273,0,0,0.0875,1.3546,0.0434,0.0663,0.0212
Test04_OK_dchg,방전,OK,274,0,0,0.0773,1.2168,0.0363,0.0596,0.0178
Test04_OK_dchg,방전,OK,275,0,0,0.0815,1.0786,0.0586,0.0528,0.0286
Test04_OK_dchg,방전,OK,276,0,0,0.0834,1.2558,0.0448,0.0615,0.0219
Test04_OK_dchg,방전,OK,277,0,0,0.0902,1.2755,0.0568,0.0624,0.0278
Test04_OK_dchg,방전,OK,278,0,0,0.0801,1.2147,0.0422,0.0595,0.0206
Test04_OK_dchg,방전,OK,279,0,0,0.0727,1.057,0.0428,0.0517,0.0209
Test04_OK_dchg,방전,OK,280,0,0,0.0996,1.5609,0.0474,0.0764,0.0232
Test04_OK_dchg,방전,OK,281,0,0,0.0676,0.9805,0.0401,0.048,0.0196
Test04_OK_dchg,방전,OK,282,0,0,0.0712,1.0111,0.0445,0.0495,0.0217
Test04_OK_dchg,방전,OK,283,0,0,0.0671,0.9748,0.0396,0.0477,0.0194
Test04_OK_dchg,방전,OK,284,0,0,0.0727,1.0221,0.0464,0.05,0.0227
Test04_OK_dchg,방전,OK,285,0,0,0.0684,0.9345,0.0463,0.0457,0.0226
Test04_OK_dchg,방전,OK,286,0,0,0.0707,0.9508,0.0493,0.0465,0.0241
Test04_OK_dchg,방전,OK,287,0,0,0.0731,0.9312,0.0564,0.0456,0.0275
Test04_OK_dchg,방전,OK,288,0,0,0.0922,1.0284,0.0857,0.0503,0.0419
Test04_OK_dchg,방전,OK,289,0,0,0.126,2.1323,0.0442,0.1044,0.0216
Test04_OK_dchg,방전,OK,290,0,0,0.076,0.9471,0.0606,0.0464,0.0296
Test04_OK_dchg,방전,OK,291,0,0,0.0642,0.9132,0.0398,0.0447,0.0195
Test04_OK_dchg,방전,OK,292,0,0,0.0681,0.9076,0.0484,0.0444,0.0237
Test04_OK_dchg,방전,OK,293,0,0,0.0651,0.9236,0.0408,0.0452,0.0199
Test04_OK_dchg,방전,OK,294,0,0,0.0722,0.9283,0.0547,0.0454,0.0268
Test04_OK_dchg,방전,OK,295,0,0,0.0664,0.9193,0.0438,0.045,0.0214
Test04_OK_dchg,방전,OK,296,0,0,0.0725,0.975,0.0507,0.0477,0.0248
Test04_OK_dchg,방전,OK,297,0,0,0.0871,1.0419,0.0739,0.051,0.0361
Test04_OK_dchg,방전,OK,298,0,0,0.0674,0.937,0.044,0.0459,0.0215
Test04_OK_dchg,방전,OK,299,0,0,0.1403,2.4976,0.037,0.1223,0.0181
Test04_OK_dchg,방전,OK,300,0,0,0.0785,0.9646,0.064,0.0472,0.0313
Test04_OK_dchg,방전,OK,301,0,0,0.1765,1.9752,0.1633,0.0967,0.0798
Test04_OK_dchg,방전,OK,302,0,0,0.0834,1.0522,0.0652,0.0515,0.0318
Test04_OK_dchg,방전,OK,303,0,0,0.0739,1.012,0.0499,0.0495,0.0244
Test04_OK_dchg,방전,OK,304,0,0,0.0783,1.0366,0.0564,0.0507,0.0276
Test04_OK_dchg,방전,OK,305,0,0,0.0867,1.0792,0.0694,0.0528,0.0339
Test04_OK_dchg,방전,OK,306,0,0,0.0858,1.0193,0.0734,0.0499,0.0359
Test04_OK_dchg,방전,OK,307,0,0,0.1096,1.8217,0.0419,0.0892,0.0205
Test04_OK_dchg,방전,OK,308,0,0,0.0902,1.1761,0.0668,0.0576,0.0326
Test04_OK_dchg,방전,OK,309,0,0,0.087,1.0759,0.0703,0.0527,0.0343
Test04_OK_dchg,방전,OK,310,0,0,0.0881,1.0641,0.0736,0.0521,0.036
Test04_OK_dchg,방전,OK,311,0,0,0.1564,2.0032,0.1193,0.0981,0.0583
Test04_OK_dchg,방전,OK,312,0,0,0.0847,1.0278,0.0704,0.0503,0.0344
Test04_OK_dchg,방전,OK,313,0,0,0.0758,0.9783,0.0571,0.0479,0.0279
Test04_OK_dchg,방전,OK,314,0,0,0.0772,0.987,0.0592,0.0483,0.0289
Test04_OK_dchg,방전,OK,315,0,0,0.0824,1.0278,0.0656,0.0503,0.032
Test04_OK_dchg,방전,OK,316,0,0,0.0846,0.999,0.073,0.0489,0.0357
Test04_OK_dchg,방전,OK,317,0,0,0.1005,1.0348,0.102,0.0507,0.0498
Test04_OK_dchg,방전,OK,318,0,0,0.088,0.9902,0.0809,0.0485,0.0395
Test04_OK_dchg,방전,OK,319,0,0,0.1598,1.981,0.1286,0.097,0.0628
Test04_OK_dchg,방전,OK,320,0,0,0.0833,1.0508,0.0653,0.0514,0.0319
Test04_OK_dchg,방전,OK,321,0,0,0.1632,1.9789,0.1357,0.0969,0.0663
Test04_OK_dchg,방전,OK,322,0,0,0.0866,1.0669,0.0704,0.0522,0.0344
Test04_OK_dchg,방전,OK,323,0,0,0.1547,1.64,0.1523,0.0803,0.0744
Test04_OK_dchg,방전,OK,324,0,0,0.0803,1.0701,0.0571,0.0524,0.0279
Test04_OK_dchg,방전,OK,325,0,0,0.0865,1.0574,0.071,0.0518,0.0347
Test04_OK_dchg,방전,OK,326,0,0,0.1376,1.3655,0.1448,0.0668,0.0708
Test04_OK_dchg,방전,OK,327,0,0,0.0889,1.1926,0.0624,0.0584,0.0305
Test04_OK_dchg,방전,OK,328,0,0,0.0949,1.228,0.0712,0.0601,0.0348
Test04_OK_dchg,방전,OK,329,0,0,0.0931,1.1532,0.075,0.0565,0.0367
Test04_OK_dchg,방전,OK,330,0,0,0.0878,1.0805,0.0714,0.0529,0.0349
Test04_OK_dchg,방전,OK,331,0,0,0.1032,1.116,0.0993,0.0546,0.0485
Test04_OK_dchg,방전,OK,332,0,0,0.0679,0.9341,0.0453,0.0457,0.0221
Test04_OK_dchg,방전,OK,333,0,0,0.1012,1.0469,0.1021,0.0513,0.0499
Test04_OK_dchg,방전,OK,334,0,0,0.1612,1.9758,0.1318,0.0967,0.0644
Test04_OK_dchg,방전,OK,335,0,0,0.0918,1.0368,0.084,0.0508,0.041
Test04_OK_dchg,방전,OK,336,0,0,0.0866,0.9801,0.0789,0.048,0.0386
Test04_OK_dchg,방전,OK,337,0,0,0.1544,1.9914,0.1164,0.0975,0.0569
Test04_OK_dchg,방전,OK,338,0,0,0.1037,1.1051,0.1014,0.0541,0.0496
Test04_OK_dchg,방전,OK,339,0,0,0.0902,1.0686,0.0775,0.0523,0.0379
Test04_OK_dchg,방전,OK,340,0,0,0.149,1.6433,0.1403,0.0805,0.0686
Test04_OK_dchg,방전,OK,341,0,0,0.1306,1.3932,0.1277,0.0682,0.0624
Test04_OK_dchg,방전,OK,342,0,0,0.1127,1.2895,0.1015,0.0631,0.0496
Test04_OK_dchg,방전,OK,343,0,0,0.1023,1.313,0.0779,0.0643,0.0381
Test04_OK_dchg,방전,OK,344,0,0,0.105,1.1692,0.0978,0.0572,0.0478
Test04_OK_dchg,방전,OK,345,0,0,0.1188,1.4075,0.1021,0.0689,0.0499
Test04_OK_dchg,방전,OK,346,0,0,0.1367,1.1071,0.1687,0.0542,0.0825
Test04_OK_dchg,방전,OK,347,0,0,0.1257,1.1352,0.1435,0.0556,0.0701
Test04_OK_dchg,방전,OK,348,0,0,0.1165,0.9614,0.1422,0.0471,0.0695
Test04_OK_dchg,방전,OK,349,0,0,0.1325,0.7664,0.1942,0.0375,0.0949
Test04_OK_dchg,방전,OK,350,0,0,0.117,0.7479,0.1644,0.0366,0.0803
Test04_OK_dchg,방전,OK,351,0,0,0.1181,0.7626,0.1653,0.0373,0.0808
Test04_OK_dchg,방전,OK,352,0,0,0.1199,0.6556,0.1797,0.0321,0.0878
Test04_OK_dchg,방전,OK,353,0,0,0.1298,0.5534,0.2101,0.0271,0.1027
Test04_OK_dchg,방전,OK,354,0,0,0.1244,0.5029,0.2041,0.0246,0.0998
Test04_OK_dchg,방전,OK,355,0,0,0.1261,0.5022,0.2076,0.0246,0.1015
Test04_OK_dchg,방전,OK,356,0,0,0.1494,0.4881,0.2568,0.0239,0.1255
Test04_OK_dchg,방전,OK,357,0,0,0.1223,0.5216,0.198,0.0255,0.0968
Test04_OK_dchg,방전,OK,358,0,0,0.1119,0.5191,0.1769,0.0254,0.0864
Test04_OK_dchg,방전,OK,359,0,0,0.121,0.4897,0.1985,0.024,0.097
Test04_OK_dchg,방전,OK,360,0,0,0.1221,0.5015,0.1995,0.0245,0.0975
Test04_OK_dchg,방전,OK,361,0,0,0.1118,0.5187,0.1768,0.0254,0.0864
Test04_OK_dchg,방전,OK,362,0,0,0.1218,0.486,0.2005,0.0238,0.098
Test04_OK_dchg,방전,OK,363,0,0,0.102,0.4045,0.1682,0.0198,0.0822
Test04_OK_dchg,방전,OK,364,0,0,0.1163,0.5225,0.1855,0.0256,0.0907
Test04_OK_dchg,방전,OK,365,0,0,0.1186,0.3683,0.2057,0.018,0.1005
Test04_OK_dchg,방전,OK,366,0,0,0.1002,0.3915,0.1657,0.0192,0.081
Test04_OK_dchg,방전,OK,367,0,0,0.0935,0.3942,0.1519,0.0193,0.0742
Test04_OK_dchg,방전,OK,368,0,0,0.0887,0.4071,0.1408,0.0199,0.0688
Test04_OK_dchg,방전,OK,369,0,0,0.0865,0.4037,0.1366,0.0198,0.0668
Test04_OK_dchg,방전,OK,370,0,0,0.1169,0.3422,0.2049,0.0168,0.1002
Test04_OK_dchg,방전,OK,371,0,0,0.1175,0.3578,0.2046,0.0175,0.1
Test04_OK_dchg,방전,OK,372,0,0,0.1071,0.3608,0.1829,0.0177,0.0894
Test04_OK_dchg,방전,OK,373,0,0,0.0929,0.3767,0.1523,0.0184,0.0744
Test04_OK_dchg,방전,OK,374,0,0,0.1068,0.3501,0.1835,0.0171,0.0897
Test04_OK_dchg,방전,OK,375,0,0,0.1134,0.3589,0.1961,0.0176,0.0958
Test04_OK_dchg,방전,OK,376,0,0,0.0903,0.3864,0.146,0.0189,0.0713
Test04_OK_dchg,방전,OK,377,0,0,0.1119,0.3706,0.1919,0.0181,0.0938
Test04_OK_dchg,방전,OK,378,0,0,0.0921,0.3817,0.1501,0.0187,0.0734
Test04_OK_dchg,방전,OK,379,0,0,0.1042,0.3618,0.177,0.0177,0.0865
Test04_OK_dchg,방전,OK,380,0,0,0.6972,12.5182,0.1727,0.6128,0.0844
Test04_OK_dchg,방전,OK,381,0,0,0.681,11.9818,0.1931,0.5866,0.0944
Test04_OK_dchg,방전,OK,382,0,0,0.1143,0.3485,0.1989,0.0171,0.0972
Test04_OK_dchg,방전,OK,383,0,0,0.0852,0.3906,0.1353,0.0191,0.0661
Test04_OK_dchg,방전,OK,384,0,0,0.0859,0.3949,0.1362,0.0193,0.0666
Test04_OK_dchg,방전,OK,385,0,0,0.0954,0.3798,0.1571,0.0186,0.0768
Test04_OK_dchg,방전,OK,386,0,0,0.7109,12.4717,0.2054,0.6106,0.1004
Test04_OK_dchg,방전,OK,387,0,0,0.6843,11.9736,0.2008,0.5862,0.0981
Test04_OK_dchg,방전,OK,388,0,0,0.1019,0.372,0.1711,0.0182,0.0836
Test04_OK_dchg,방전,OK,389,0,0,0.0975,0.3681,0.1626,0.018,0.0795
Test04_OK_dchg,방전,OK,390,0,0,0.0956,0.3635,0.1592,0.0178,0.0778
Test04_OK_dchg,방전,OK,391,0,0,0.0987,0.383,0.1636,0.0188,0.08
Test04_OK_dchg,방전,OK,392,0,0,0.697,12.5447,0.1696,0.6141,0.0829
Test04_OK_dchg,방전,OK,393,0,0,0.6534,12.0955,0.1254,0.5921,0.0613
Test04_OK_dchg,방전,OK,394,0,0,0.0989,0.3723,0.1651,0.0182,0.0807
Test04_OK_dchg,방전,OK,395,0,0,0.6788,12.5388,0.133,0.6138,0.065
Test04_OK_dchg,방전,OK,396,0,0,0.6763,11.9572,0.1861,0.5854,0.091
Test04_OK_dchg,방전,OK,397,0,0,0.6955,12.4619,0.1748,0.6101,0.0854
Test04_OK_dchg,방전,OK,398,0,0,0.653,12.0348,0.1306,0.5892,0.0638
Test04_OK_dchg,방전,OK,399,0,0,0.6816,12.6012,0.1325,0.6169,0.0648
Test04_OK_dchg,방전,OK,400,0,0,0.6723,12.0734,0.1662,0.5911,0.0812
Test04_OK_dchg,방전,OK,401,0,0,0.0916,0.3842,0.149,0.0188,0.0728
Test04_OK_dchg,방전,OK,402,0,0,0.6763,12.5801,0.1236,0.6159,0.0604
Test04_OK_dchg,방전,OK,403,0,0,0.1092,0.4974,0.1736,0.0244,0.0848
Test04_OK_dchg,방전,OK,404,0,0,0.1095,0.5005,0.1739,0.0245,0.085
Test04_OK_dchg,방전,OK,405,0,0,0.0935,0.5274,0.1386,0.0258,0.0677
Test04_OK_dchg,방전,OK,406,0,0,0.6515,12.0727,0.1237,0.591,0.0605
Test04_OK_dchg,방전,OK,407,0,0,0.6758,12.5499,0.1257,0.6144,0.0614
