파일,충방전,판정,시점,label,규칙_예측,RF_예측,PCA_예측,PCA_이상점수_Q,PCA_이상점수_T2
Test03_OK_chg,충전,OK,1043,0,0,0,1,0.3748,28.039
Test03_OK_chg,충전,OK,1044,0,0,0,1,0.2737,28.5552
Test03_OK_chg,충전,OK,1045,0,0,0,1,0.1641,29.3309
Test03_OK_chg,충전,OK,1046,0,0,0,0,0.9554,26.0969
Test03_OK_chg,충전,OK,1047,0,0,0,1,0.8,26.788
Test03_OK_chg,충전,OK,1048,0,0,0,1,1.3054,39.0333
Test03_OK_chg,충전,OK,1049,0,0,0,1,0.1808,38.5477
Test03_OK_chg,충전,OK,1050,0,0,0,1,0.4976,27.8498
Test03_OK_chg,충전,OK,1051,0,0,0,1,0.5219,27.7751
Test03_OK_chg,충전,OK,1052,0,0,0,1,0.4498,27.8087
Test03_OK_chg,충전,OK,1053,0,0,0,1,0.3436,28.385
Test03_OK_chg,충전,OK,1054,0,0,0,1,0.2322,28.7114
Test03_OK_chg,충전,OK,1055,0,0,0,1,0.1822,29.0714
Test03_OK_chg,충전,OK,1056,0,0,0,1,0.1382,29.5944
Test03_OK_chg,충전,OK,1057,0,0,0,1,0.0919,30.0751
Test03_OK_chg,충전,OK,1058,0,0,0,1,0.7795,27.3474
Test03_OK_chg,충전,OK,1059,0,0,0,1,0.7406,27.516
Test03_OK_chg,충전,OK,1060,0,0,0,1,0.7215,27.6798
Test03_OK_chg,충전,OK,1061,0,0,0,1,0.5883,28.0832
Test03_OK_chg,충전,OK,1062,0,0,0,1,0.5805,28.0056
Test03_OK_chg,충전,OK,1063,0,0,0,1,0.4709,28.7423
Test03_OK_chg,충전,OK,1064,0,0,0,1,0.4521,27.9839
Test03_OK_chg,충전,OK,1065,0,0,0,1,0.3461,28.3493
Test03_OK_chg,충전,OK,1066,0,0,0,1,0.2782,27.9497
Test03_OK_chg,충전,OK,1067,0,0,0,1,0.5993,40.8291
Test03_OK_chg,충전,OK,1068,0,0,0,1,0.1211,32.7471
Test03_OK_chg,충전,OK,1069,0,0,0,1,0.4196,37.6167
Test03_OK_chg,충전,OK,1070,0,0,0,1,1.6254,38.6818
Test03_OK_chg,충전,OK,1071,0,0,0,1,0.7239,30.3042
Test03_OK_chg,충전,OK,1072,0,0,0,1,0.2865,38.2682
Test03_OK_chg,충전,OK,1073,0,0,0,1,1.3549,39.2569
Test03_OK_chg,충전,OK,1074,0,0,0,1,0.5756,30.7023
Test03_OK_chg,충전,OK,1075,0,0,0,1,0.5842,30.6338
Test03_OK_chg,충전,OK,1076,0,0,0,1,0.5563,30.294
Test03_OK_chg,충전,OK,1077,0,0,0,1,0.1819,37.7793
Test03_OK_chg,충전,OK,1078,0,0,0,1,0.5446,27.4767
Test03_OK_chg,충전,OK,1079,0,0,0,1,0.9929,39.6345
Test03_OK_chg,충전,OK,1080,0,0,0,1,0.3527,31.2
Test03_OK_chg,충전,OK,1081,0,0,0,1,0.2897,31.9245
Test03_OK_chg,충전,OK,1082,0,0,0,1,0.2599,32.6123
Test03_OK_chg,충전,OK,1083,0,0,0,1,0.247,32.4712
Test03_OK_chg,충전,OK,1084,0,0,0,1,0.1931,32.3201
Test03_OK_chg,충전,OK,1085,0,0,0,1,0.1489,34.0258
Test03_OK_chg,충전,OK,1086,0,0,0,1,0.0974,34.0286
Test03_OK_chg,충전,OK,1087,0,0,0,1,0.7694,30.9436
Test03_OK_chg,충전,OK,1088,0,0,0,1,0.8592,30.1553
Test03_OK_chg,충전,OK,1089,0,0,0,1,0.1922,32.288
Test03_OK_chg,충전,OK,1090,0,0,0,1,0.6219,31.5981
Test03_OK_chg,충전,OK,1091,0,0,0,1,0.7205,31.1313
Test03_OK_chg,충전,OK,1092,0,0,0,1,0.2248,39.0973
Test03_OK_chg,충전,OK,1093,0,0,0,1,1.4485,39.293
Test03_OK_chg,충전,OK,1094,0,0,0,1,0.615,30.4408
Test03_OK_chg,충전,OK,1095,0,0,0,1,0.6018,29.9078
Test03_OK_chg,충전,OK,1096,0,0,0,1,0.5003,31.2384
Test03_OK_chg,충전,OK,1097,0,0,0,1,0.5698,30.8638
Test03_OK_chg,충전,OK,1098,0,0,0,1,0.4566,30.7625
Test03_OK_chg,충전,OK,1099,0,0,0,1,0.4062,31.4815
Test03_OK_chg,충전,OK,1100,0,0,0,1,0.392,31.7139
Test03_OK_chg,충전,OK,1101,0,0,0,1,0.3065,32.1439
Test03_OK_chg,충전,OK,1102,0,0,0,1,0.3706,31.6248
Test03_OK_chg,충전,OK,1103,0,0,0,1,0.2249,33.3328
Test03_OK_chg,충전,OK,1104,0,0,0,1,0.233,33.0707
Test03_OK_chg,충전,OK,1105,0,0,0,1,0.1947,32.7466
Test03_OK_chg,충전,OK,1106,0,0,0,1,0.1379,33.9773
Test03_OK_chg,충전,OK,1107,0,0,0,1,0.1016,34.2034
Test03_OK_chg,충전,OK,1108,0,0,0,1,0.1012,33.8058
Test03_OK_chg,충전,OK,1109,0,0,0,1,0.1121,34.1761
Test03_OK_chg,충전,OK,1110,0,0,0,1,0.825,30.9648
Test03_OK_chg,충전,OK,1111,0,0,0,1,0.8134,30.5187
Test03_OK_chg,충전,OK,1112,0,0,0,1,0.7668,31.8572
Test03_OK_chg,충전,OK,1113,0,0,0,1,0.8521,31.0263
Test03_OK_chg,충전,OK,1114,0,0,0,1,0.736,31.2575
Test03_OK_chg,충전,OK,1115,0,0,0,1,0.7934,29.9657
Test03_OK_chg,충전,OK,1116,0,0,0,1,0.7755,30.4866
Test03_OK_chg,충전,OK,1117,0,0,0,1,0.7342,30.8362
Test03_OK_chg,충전,OK,1118,0,0,0,1,0.6264,31.0232
Test03_OK_chg,충전,OK,1119,0,0,0,1,0.7165,30.3753
Test03_OK_chg,충전,OK,1120,0,0,0,1,0.7547,29.7349
Test03_OK_chg,충전,OK,1121,0,0,0,1,0.6553,30.5392
Test03_OK_chg,충전,OK,1122,0,0,0,1,0.5844,30.8232
Test03_OK_chg,충전,OK,1123,0,0,0,1,0.5057,31.8682
Test03_OK_chg,충전,OK,1124,0,0,0,1,0.4557,31.9671
Test03_OK_chg,충전,OK,1125,0,0,0,1,0.4457,32.0994
Test03_OK_chg,충전,OK,1126,0,0,0,1,0.4225,31.8404
Test03_OK_chg,충전,OK,1127,0,0,0,1,0.4335,31.2954
Test03_OK_chg,충전,OK,1128,0,0,0,1,0.3827,31.5698
Test03_OK_chg,충전,OK,1129,0,0,0,1,0.3763,33.3265
Test03_OK_chg,충전,OK,1130,0,0,0,1,0.3031,32.2686
Test03_OK_chg,충전,OK,1131,0,0,0,1,0.2215,33.2909
Test03_OK_chg,충전,OK,1132,0,0,0,1,0.232,32.5625
Test03_OK_chg,충전,OK,1133,0,0,0,1,0.2183,33.9999
Test03_OK_chg,충전,OK,1134,0,0,0,1,0.1794,33.3298
Test03_OK_chg,충전,OK,1135,0,0,0,1,0.1709,33.9302
Test03_OK_chg,충전,OK,1136,0,0,0,1,0.1757,34.0694
Test03_OK_chg,충전,OK,1137,0,0,0,1,0.1414,33.7484
Test03_OK_chg,충전,OK,1138,0,0,0,1,0.1408,33.0835
Test03_OK_chg,충전,OK,1139,0,0,0,1,0.1479,33.8006
Test03_OK_chg,충전,OK,1140,0,0,0,1,0.1153,33.8612
Test03_OK_chg,충전,OK,1141,0,0,0,1,0.1644,33.9403
Test03_OK_chg,충전,OK,1142,0,0,0,1,0.8087,31.687
Test03_OK_chg,충전,OK,1143,0,0,0,1,0.1378,33.1479
Test03_OK_chg,충전,OK,1144,0,0,0,1,0.7253,31.4056
Test03_OK_chg,충전,OK,1145,0,0,0,1,0.7398,31.1352
Test03_OK_chg,충전,OK,1146,0,0,0,1,0.8938,30.3984
Test03_OK_chg,충전,OK,1147,0,0,0,1,0.7392,31.3442
Test03_OK_chg,충전,OK,1148,0,0,0,1,0.7078,31.2281
Test03_OK_chg,충전,OK,1149,0,0,0,1,0.7865,30.088
Test03_OK_chg,충전,OK,1150,0,0,0,1,0.7883,30.6028
Test03_OK_chg,충전,OK,1151,0,0,0,1,0.6628,31.2769
Test03_OK_chg,충전,OK,1152,0,0,0,1,0.6964,30.8654
Test03_OK_chg,충전,OK,1153,0,0,0,1,0.6804,30.9638
Test03_OK_chg,충전,OK,1154,0,0,0,1,0.7868,30.7574
Test03_OK_chg,충전,OK,1155,0,0,0,1,0.7075,30.9587
Test03_OK_chg,충전,OK,1156,0,0,0,1,0.6271,31.33
Test03_OK_chg,충전,OK,1157,0,0,0,1,0.602,31.5548
Test03_OK_chg,충전,OK,1158,0,0,0,1,0.5414,31.6955
Test03_OK_chg,충전,OK,1159,0,0,0,1,0.576,31.8154
Test03_OK_chg,충전,OK,1160,0,0,0,1,0.5397,31.7014
Test03_OK_chg,충전,OK,1161,0,0,0,1,0.5125,32.2234
Test03_OK_chg,충전,OK,1162,0,0,0,1,0.4412,32.4332
Test03_OK_chg,충전,OK,1163,0,0,0,1,0.4318,32.3024
Test03_OK_chg,충전,OK,1164,0,0,0,1,0.4107,32.3778
Test03_OK_chg,충전,OK,1165,0,0,0,1,0.3833,32.6293
Test03_OK_chg,충전,OK,1166,0,0,0,1,0.3952,32.1592
Test03_OK_chg,충전,OK,1167,0,0,0,1,0.3883,32.6935
Test03_OK_chg,충전,OK,1168,0,0,0,1,0.2948,32.8597
Test03_OK_chg,충전,OK,1169,0,0,0,1,0.2741,32.9981
Test03_OK_chg,충전,OK,1170,0,0,0,1,0.2671,33.0012
Test03_OK_chg,충전,OK,1171,0,0,0,1,0.2931,32.9252
Test03_OK_chg,충전,OK,1172,0,0,0,1,0.2328,33.2769
Test03_OK_chg,충전,OK,1173,0,0,0,1,0.2107,33.3759
Test03_OK_chg,충전,OK,1174,0,0,0,1,0.2338,30.1668
Test03_OK_chg,충전,OK,1175,0,0,0,1,0.2177,33.3911
Test03_OK_chg,충전,OK,1176,0,0,0,1,0.1784,33.5955
Test03_OK_chg,충전,OK,1177,0,0,0,1,0.1647,33.7263
Test03_OK_chg,충전,OK,1178,0,0,0,1,0.1576,33.837
Test03_OK_chg,충전,OK,1179,0,0,0,1,0.1075,34.2082
Test03_OK_chg,충전,OK,1180,0,0,0,1,0.1102,34.4203
Test03_OK_chg,충전,OK,1181,0,0,0,1,0.125,34.1187
Test03_OK_chg,충전,OK,1182,0,0,0,1,0.1229,34.1223
Test03_OK_chg,충전,OK,1183,0,0,0,1,0.1147,34.0086
Test03_OK_chg,충전,OK,1184,0,0,0,1,0.1695,33.7473
Test03_OK_chg,충전,OK,1185,0,0,0,1,0.2195,33.6539
Test03_OK_chg,충전,OK,1186,0,0,0,1,0.2185,33.5184
Test03_OK_chg,충전,OK,1187,0,0,0,1,0.218,33.3931
Test03_OK_chg,충전,OK,1188,0,0,0,1,0.1956,33.4746
Test03_OK_chg,충전,OK,1189,0,0,0,1,0.2052,33.5118
Test03_OK_chg,충전,OK,1190,0,0,0,1,0.7458,31.7043
Test03_OK_chg,충전,OK,1191,0,0,0,1,0.2315,33.1432
Test03_OK_chg,충전,OK,1192,0,0,0,1,0.2907,32.7007
Test03_OK_chg,충전,OK,1193,0,0,0,1,0.7209,31.8071
Test03_OK_chg,충전,OK,1194,0,0,0,1,0.8673,31.0456
Test03_OK_chg,충전,OK,1195,0,0,0,1,0.8214,30.4441
Test03_OK_chg,충전,OK,1196,0,0,0,1,0.7851,30.6813
Test03_OK_chg,충전,OK,1197,0,0,0,1,0.7422,31.1965
Test03_OK_chg,충전,OK,1198,0,0,0,1,0.8264,30.4301
Test03_OK_chg,충전,OK,1199,0,0,0,1,0.8352,30.4667
Test03_OK_chg,충전,OK,1200,0,0,0,1,0.7111,31.5916
Test03_OK_chg,충전,OK,1201,0,0,0,1,0.7665,30.5472
Test03_OK_chg,충전,OK,1202,0,0,0,1,0.7237,30.6579
Test03_OK_chg,충전,OK,1203,0,0,0,1,0.7518,27.7757
Test03_OK_chg,충전,OK,1204,0,0,0,1,0.7773,27.3507
Test03_OK_chg,충전,OK,1205,0,0,0,1,0.7805,27.3578
Test03_OK_chg,충전,OK,1206,0,0,0,1,0.7267,31.0344
Test03_OK_chg,충전,OK,1207,0,0,0,1,0.5401,31.2538
Test03_OK_chg,충전,OK,1208,0,0,0,1,0.7954,28.3768
Test03_OK_chg,충전,OK,1209,0,0,0,1,0.7491,28.0034
Test03_OK_chg,충전,OK,1210,0,0,0,1,0.7273,28.1123
Test03_OK_chg,충전,OK,1211,0,0,0,1,0.5639,31.3501
Test03_OK_chg,충전,OK,1212,0,0,0,1,0.7167,27.8811
Test03_OK_chg,충전,OK,1213,0,0,0,1,0.6242,28.2993
Test03_OK_chg,충전,OK,1214,0,0,0,1,0.5963,28.8547
Test03_OK_chg,충전,OK,1215,0,0,0,1,0.6226,28.5446
Test03_OK_chg,충전,OK,1216,0,0,0,1,0.5143,28.7097
Test03_OK_chg,충전,OK,1217,0,0,0,1,0.4842,28.7401
Test03_OK_chg,충전,OK,1218,0,0,0,1,0.487,28.9407
Test03_OK_chg,충전,OK,1219,0,0,0,1,0.4808,28.5933
Test03_OK_chg,충전,OK,1220,0,0,0,1,0.416,28.9544
Test03_OK_chg,충전,OK,1221,0,0,0,1,0.4492,29.6292
Test03_OK_chg,충전,OK,1222,0,0,0,1,0.4785,29.3085
Test03_OK_chg,충전,OK,1223,0,0,0,1,0.3834,30.2847
Test03_OK_chg,충전,OK,1224,0,0,0,1,0.3857,29.9475
Test03_OK_chg,충전,OK,1225,0,0,0,1,0.406,29.0624
Test03_OK_chg,충전,OK,1226,0,0,0,1,0.3465,29.8712
Test03_OK_chg,충전,OK,1227,0,0,0,1,0.3031,29.8346
Test03_OK_chg,충전,OK,1228,0,0,0,1,0.3287,30.3958
Test03_OK_chg,충전,OK,1229,0,0,0,1,0.2816,29.9841
Test03_OK_chg,충전,OK,1230,0,0,0,1,0.2633,30.2621
Test03_OK_chg,충전,OK,1231,0,0,0,1,0.23,30.9512
Test03_OK_chg,충전,OK,1232,0,0,0,1,0.2836,30.9168
Test03_OK_chg,충전,OK,1233,0,0,0,1,0.2287,30.8465
Test03_OK_chg,충전,OK,1234,0,0,0,1,0.2864,31.0298
Test03_OK_chg,충전,OK,1235,0,0,0,1,0.215,31.784
Test03_OK_chg,충전,OK,1236,0,0,0,1,0.1893,31.2969
Test03_OK_chg,충전,OK,1237,0,0,0,1,0.226,30.6146
Test03_OK_chg,충전,OK,1238,0,0,0,1,0.192,31.3173
Test03_OK_chg,충전,OK,1239,0,0,0,1,0.2464,30.9359
Test03_OK_chg,충전,OK,1240,0,0,0,1,0.239,31.2867
Test03_OK_chg,충전,OK,1241,0,0,0,1,0.2308,31.7842
Test03_OK_chg,충전,OK,1242,0,0,0,1,0.2532,30.9755
Test03_OK_chg,충전,OK,1243,0,0,0,1,0.7475,42.8836
Test03_OK_chg,충전,OK,1244,0,0,0,1,0.1967,34.9077
Test03_OK_chg,충전,OK,1245,0,0,0,1,0.0226,42.6187
Test03_OK_chg,충전,OK,1246,0,0,0,1,0.8697,42.6761
Test03_OK_chg,충전,OK,1247,0,0,0,1,0.1946,34.8776
Test03_OK_chg,충전,OK,1248,0,0,0,1,0.2126,34.4588
Test03_OK_chg,충전,OK,1249,0,0,0,1,0.232,34.2947
Test03_OK_chg,충전,OK,1250,0,0,0,1,0.3063,34.1745
Test03_OK_chg,충전,OK,1251,0,0,0,1,0.2337,34.2888
Test03_OK_chg,충전,OK,1252,0,0,0,1,0.246,34.3688
Test03_OK_chg,충전,OK,1253,0,0,0,1,0.8235,32.7014
Test03_OK_chg,충전,OK,1254,0,0,0,1,0.2864,33.9068
Test03_OK_chg,충전,OK,1255,0,0,0,1,0.2285,34.296
Test03_OK_chg,충전,OK,1256,0,0,0,1,0.7636,32.6645
Test03_OK_chg,충전,OK,1257,0,0,0,1,0.7378,32.5241
Test03_OK_chg,충전,OK,1258,0,0,0,1,0.0607,35.8491
Test03_OK_chg,충전,OK,1259,0,0,0,1,0.7644,32.2833
Test03_OK_chg,충전,OK,1260,0,0,0,1,0.2923,33.672
Test03_OK_chg,충전,OK,1261,0,0,0,1,0.8984,31.8825
Test03_OK_chg,충전,OK,1262,0,0,0,1,0.8859,31.4026
Test03_OK_chg,충전,OK,1263,0,0,0,1,0.7256,31.7217
Test03_OK_chg,충전,OK,1264,0,0,0,1,0.8041,31.3421
Test03_OK_chg,충전,OK,1265,0,0,0,1,0.7413,31.8283
Test03_OK_chg,충전,OK,1266,0,0,0,1,0.6982,32.4303
Test03_OK_chg,충전,OK,1267,0,0,0,1,0.773,31.7946
Test03_OK_chg,충전,OK,1268,0,0,0,1,0.7366,31.9153
Test03_OK_chg,충전,OK,1269,0,0,0,1,0.699,31.8615
Test03_OK_chg,충전,OK,1270,0,0,0,1,0.6895,31.8655
Test03_OK_chg,충전,OK,1271,0,0,0,1,0.662,32.2437
Test03_OK_chg,충전,OK,1272,0,0,0,1,0.6876,31.7052
Test03_OK_chg,충전,OK,1273,0,0,0,1,0.6789,31.824
Test03_OK_chg,충전,OK,1274,0,0,0,1,0.6486,32.212
Test03_OK_chg,충전,OK,1275,0,0,0,1,0.6783,31.8795
Test03_OK_chg,충전,OK,1276,0,0,0,1,0.6728,32.0922
Test03_OK_chg,충전,OK,1277,0,0,0,1,0.634,32.5045
Test03_OK_chg,충전,OK,1278,0,0,0,1,0.6692,31.5759
Test03_OK_chg,충전,OK,1279,0,0,0,1,0.5891,31.8917
Test03_OK_chg,충전,OK,1280,0,0,0,1,0.6496,31.3068
Test03_OK_chg,충전,OK,1281,0,0,0,1,0.6789,31.2374
Test03_OK_chg,충전,OK,1282,0,0,0,1,0.6519,31.8326
Test03_OK_chg,충전,OK,1283,0,0,0,1,0.5923,31.8126
Test03_OK_chg,충전,OK,1284,0,0,0,1,0.5831,31.3502
Test03_OK_chg,충전,OK,1285,0,0,0,1,0.5486,31.9626
Test03_OK_chg,충전,OK,1286,0,0,0,1,0.5916,32.4131
Test03_OK_chg,충전,OK,1287,0,0,0,1,0.5258,31.4014
Test03_OK_chg,충전,OK,1288,0,0,0,1,0.5713,31.9825
Test03_OK_chg,충전,OK,1289,0,0,0,1,0.4633,32.4356
Test03_OK_chg,충전,OK,1290,0,0,0,1,0.483,31.9031
Test03_OK_chg,충전,OK,1291,0,0,0,1,0.5512,31.6925
Test03_OK_chg,충전,OK,1292,0,0,0,1,0.4883,31.9438
Test03_OK_chg,충전,OK,1293,0,0,0,1,0.4419,32.5547
Test03_OK_chg,충전,OK,1294,0,0,0,1,0.4302,32.1327
Test03_OK_chg,충전,OK,1295,0,0,0,1,0.3913,33.1238
Test03_OK_chg,충전,OK,1296,0,0,0,1,0.4033,32.5674
Test03_OK_chg,충전,OK,1297,0,0,0,1,0.4486,32.5354
Test03_OK_chg,충전,OK,1298,0,0,0,1,0.3573,32.7466
Test03_OK_chg,충전,OK,1299,0,0,0,1,0.4575,31.7421
Test03_OK_chg,충전,OK,1300,0,0,0,1,0.3597,32.2542
Test03_OK_chg,충전,OK,1301,0,0,0,1,0.3605,32.7654
Test03_OK_chg,충전,OK,1302,0,0,0,1,0.3605,32.238
Test03_OK_chg,충전,OK,1303,0,0,0,1,0.3729,33.1696
Test03_OK_chg,충전,OK,1304,0,0,0,1,0.3298,32.7913
Test03_OK_chg,충전,OK,1305,0,0,0,1,0.382,32.702
Test03_OK_chg,충전,OK,1306,0,0,0,1,0.3554,32.2899
Test03_OK_chg,충전,OK,1307,0,0,0,1,0.3011,32.6114
Test03_OK_chg,충전,OK,1308,0,0,0,1,0.2858,33.118
Test03_OK_chg,충전,OK,1309,0,0,0,1,0.2616,33.6507
Test03_OK_chg,충전,OK,1310,0,0,0,1,0.2519,33.7124
Test03_OK_chg,충전,OK,1311,0,0,0,1,0.2299,33.8437
Test03_OK_chg,충전,OK,1312,0,0,0,1,0.2472,33.6524
Test03_OK_chg,충전,OK,1313,0,0,0,1,0.2626,32.8867
Test03_OK_chg,충전,OK,1314,0,0,0,1,0.2184,33.936
Test03_OK_chg,충전,OK,1315,0,0,0,1,0.18,33.7112
Test03_OK_chg,충전,OK,1316,0,0,0,1,0.1848,33.7204
Test03_OK_chg,충전,OK,1317,0,0,0,1,0.1917,34.0325
Test03_OK_chg,충전,OK,1318,0,0,0,1,0.1882,33.3502
Test03_OK_chg,충전,OK,1319,0,0,0,1,0.1689,33.7688
Test03_OK_chg,충전,OK,1320,0,0,0,1,0.1788,33.2604
Test03_OK_chg,충전,OK,1321,0,0,0,1,0.1861,34.1447
Test03_OK_chg,충전,OK,1322,0,0,0,1,0.1761,33.6519
Test03_OK_chg,충전,OK,1323,0,0,0,1,0.1604,33.8252
Test03_OK_chg,충전,OK,1324,0,0,0,1,0.1604,33.4842
Test03_OK_chg,충전,OK,1325,0,0,0,1,0.1426,33.9269
Test03_OK_chg,충전,OK,1326,0,0,0,1,0.1724,33.7752
Test03_OK_chg,충전,OK,1327,0,0,0,1,0.1781,33.3194
Test03_OK_chg,충전,OK,1328,0,0,0,1,0.1529,33.8959
Test03_OK_chg,충전,OK,1329,0,0,0,1,0.1281,34.5529
Test03_OK_chg,충전,OK,1330,0,0,0,1,0.1876,33.6245
Test03_OK_chg,충전,OK,1331,0,0,0,1,0.1737,33.8709
Test03_OK_chg,충전,OK,1332,0,0,0,1,0.2,33.1634
Test03_OK_chg,충전,OK,1333,0,0,0,1,0.1891,33.7825
Test03_OK_chg,충전,OK,1334,0,0,0,1,0.2079,33.481
Test03_OK_chg,충전,OK,1335,0,0,0,1,0.2942,33.2759
Test03_OK_chg,충전,OK,1336,0,0,0,1,0.2676,33.1977
Test03_OK_chg,충전,OK,1337,0,0,0,1,0.305,33.2016
Test03_OK_chg,충전,OK,1338,0,0,0,1,0.2215,33.2683
Test03_OK_chg,충전,OK,1339,0,0,0,1,0.1026,34.2603
Test03_OK_chg,충전,OK,1340,0,0,0,1,0.2755,33.2707
Test03_OK_chg,충전,OK,1341,0,0,0,1,0.2522,32.8153
Test03_OK_chg,충전,OK,1342,0,0,0,1,0.2396,33.2322
Test03_OK_chg,충전,OK,1343,0,0,0,1,0.3215,32.9082
Test03_OK_chg,충전,OK,1344,0,0,0,1,0.0923,34.2714
Test03_OK_chg,충전,OK,1345,0,0,0,1,0.2945,33.0972
Test03_OK_chg,충전,OK,1346,0,0,0,1,0.2992,33.0338
Test03_OK_chg,충전,OK,1347,0,0,0,1,0.0795,34.6823
Test03_OK_chg,충전,OK,1348,0,0,0,1,0.0557,34.8005
Test03_OK_chg,충전,OK,1349,0,0,0,1,0.0799,34.701
Test03_OK_chg,충전,OK,1350,0,0,0,1,0.313,33.383
Test03_OK_chg,충전,OK,1351,0,0,0,1,0.3609,33.1311
Test03_OK_chg,충전,OK,1352,0,0,0,1,0.8345,31.3643
Test03_OK_chg,충전,OK,1353,0,0,0,1,0.3132,33.2706
Test03_OK_chg,충전,OK,1354,0,0,0,1,0.8314,31.5399
Test03_OK_chg,충전,OK,1355,0,0,0,1,0.9365,30.9789
Test03_OK_chg,충전,OK,1356,0,0,0,1,0.9196,31.2758
Test03_OK_chg,충전,OK,1357,0,0,0,1,0.0429,35.3136
Test03_OK_chg,충전,OK,1358,0,0,0,1,0.0548,34.9987
Test03_OK_chg,충전,OK,1359,0,0,0,1,0.0656,35.369
Test03_OK_chg,충전,OK,1360,0,0,0,1,0.7908,31.3208
Test03_OK_chg,충전,OK,1361,0,0,0,1,0.8276,31.0533
Test03_OK_chg,충전,OK,1362,0,0,0,1,0.0435,35.4671
Test03_OK_chg,충전,OK,1363,0,0,0,1,0.8134,31.3396
Test03_OK_chg,충전,OK,1364,0,0,0,1,0.858,31.118
Test03_OK_chg,충전,OK,1365,0,0,0,1,0.8131,31.4854
Test03_OK_chg,충전,OK,1366,0,0,0,1,0.7932,31.7441
Test03_OK_chg,충전,OK,1367,0,0,0,1,0.7362,31.2662
Test03_OK_chg,충전,OK,1368,0,0,0,1,0.7612,31.2848
Test03_OK_chg,충전,OK,1369,0,0,0,1,0.7007,31.5064
Test03_OK_chg,충전,OK,1370,0,0,0,1,0.0471,35.4919
Test03_OK_chg,충전,OK,1371,0,0,0,1,0.6773,31.5151
Test03_OK_chg,충전,OK,1372,0,0,0,1,0.6554,31.4239
Test03_OK_chg,충전,OK,1373,0,0,0,1,0.7151,31.49
Test03_OK_chg,충전,OK,1374,0,0,0,1,0.6758,31.3889
Test03_OK_chg,충전,OK,1375,0,0,0,1,0.7464,31.2109
Test03_OK_chg,충전,OK,1376,0,0,0,1,0.7411,31.6073
Test03_OK_chg,충전,OK,1377,0,0,0,1,0.7559,31.238
Test03_OK_chg,충전,OK,1378,0,0,0,1,0.773,31.1667
Test03_OK_chg,충전,OK,1379,0,0,0,1,0.7517,31.2794
Test03_OK_chg,충전,OK,1380,0,0,0,1,0.6893,30.9976
Test03_OK_chg,충전,OK,1381,0,0,0,1,0.6643,31.3075
Test03_OK_chg,충전,OK,1382,0,0,0,1,0.6991,31.6048
Test03_OK_chg,충전,OK,1383,0,0,0,1,0.6771,31.6752
Test03_OK_chg,충전,OK,1384,0,0,0,1,0.6721,31.3229
Test03_OK_chg,충전,OK,1385,0,0,0,1,0.7278,31.1759
Test03_OK_chg,충전,OK,1386,0,0,0,1,0.6273,31.4315
Test03_OK_chg,충전,OK,1387,0,0,0,1,0.7132,31.2251
Test03_OK_chg,충전,OK,1388,0,0,0,1,0.7076,31.3676
Test03_OK_chg,충전,OK,1389,0,0,0,1,0.6965,31.3298
Test03_OK_chg,충전,OK,1390,0,0,0,1,0.6085,31.6024
Test03_OK_chg,충전,OK,1391,0,0,0,1,0.6675,31.3708
Test03_OK_chg,충전,OK,1392,0,0,0,1,0.5289,32.4287
Test03_OK_chg,충전,OK,1393,0,0,0,1,0.6576,30.9918
Test03_OK_chg,충전,OK,1394,0,0,0,1,0.6335,31.4618
Test03_OK_chg,충전,OK,1395,0,0,0,1,0.5883,31.6073
Test03_OK_chg,충전,OK,1396,0,0,0,1,0.5947,31.8673
Test03_OK_chg,충전,OK,1397,0,0,0,1,0.5657,32.3799
Test03_OK_chg,충전,OK,1398,0,0,0,1,0.6716,31.0816
Test03_OK_chg,충전,OK,1399,0,0,0,1,0.5752,31.545
Test03_OK_chg,충전,OK,1400,0,0,0,1,0.4876,32.5218
Test03_OK_chg,충전,OK,1401,0,0,0,1,0.6417,31.7588
Test03_OK_chg,충전,OK,1402,0,0,0,1,0.4987,31.5733
Test03_OK_chg,충전,OK,1403,0,0,0,1,0.4458,32.7668
Test03_OK_chg,충전,OK,1404,0,0,0,1,0.5411,31.5492
Test03_OK_chg,충전,OK,1405,0,0,0,1,0.4809,31.5515
Test03_OK_chg,충전,OK,1406,0,0,0,1,0.5056,32.1461
Test03_OK_chg,충전,OK,1407,0,0,0,1,0.5137,31.5556
Test03_OK_chg,충전,OK,1408,0,0,0,1,0.3881,31.8987
Test03_OK_chg,충전,OK,1409,0,0,0,1,0.4229,31.7181
Test03_OK_chg,충전,OK,1410,0,0,0,1,0.3755,32.5731
Test03_OK_chg,충전,OK,1411,0,0,0,1,0.4538,32.3093
Test03_OK_chg,충전,OK,1412,0,0,0,1,0.4337,32.3866
Test03_OK_chg,충전,OK,1413,0,0,0,1,0.396,31.6871
Test03_OK_chg,충전,OK,1414,0,0,0,1,0.4128,32.4006
Test03_OK_chg,충전,OK,1415,0,0,0,1,0.4612,30.9937
Test03_OK_chg,충전,OK,1416,0,0,0,1,0.3657,32.6314
Test03_OK_chg,충전,OK,1417,0,0,0,1,0.434,31.8139
Test03_OK_chg,충전,OK,1418,0,0,0,1,0.3814,31.9883
Test03_OK_chg,충전,OK,1419,0,0,0,1,0.3944,31.7435
Test03_OK_chg,충전,OK,1420,0,0,0,1,0.4054,31.1407
